turbine_id,y_over_D,z_over_D,U_LES_mps,TI_LES_percent,inside_rotor_mask
T136,0.5,1.6541666666666666,9.5921,9.58,False
T136,0.6,1.6541666666666666,9.5511,9.89,False
T136,0.7,1.6541666666666666,9.5348,10.24,False
T136,0.8,1.6541666666666666,9.5346,10.39,False
T136,0.9,1.6541666666666666,9.5305,10.39,False
T136,1.0,1.6541666666666666,9.5306,10.32,False
T136,1.1,1.6541666666666666,9.5411,10.09,False
T136,1.2,1.6541666666666666,9.5601,9.84,False
T136,1.3,1.6541666666666666,9.5774,9.65,False
T136,1.4,1.6541666666666666,9.5792,9.41,False
T136,1.5,1.6541666666666666,9.5866,9.16,False
T136,-1.5,1.7541666666666667,10.0949,8.62,False
T136,-1.4,1.7541666666666667,10.0825,8.73,False
T136,-1.3,1.7541666666666667,10.0755,8.75,False
T136,-1.2,1.7541666666666667,10.0644,8.72,False
T136,-1.1,1.7541666666666667,10.0549,8.6,False
T136,-1.0,1.7541666666666667,10.0457,8.51,False
T136,-0.9,1.7541666666666667,10.03,8.37,False
T136,-0.8,1.7541666666666667,10.0247,8.15,False
T136,-0.7,1.7541666666666667,10.0225,8.02,False
T136,-0.6,1.7541666666666667,10.016,7.91,False
T136,-0.5,1.7541666666666667,10.0141,7.870000000000001,False
T136,-0.4,1.7541666666666667,10.0097,7.920000000000001,False
T136,-0.3,1.7541666666666667,10.0039,8.08,False
T136,-0.2,1.7541666666666667,9.9953,8.25,False
T136,-0.1,1.7541666666666667,9.9779,8.4,False
T136,0.0,1.7541666666666667,9.9524,8.7,False
T136,0.1,1.7541666666666667,9.9142,8.84,False
T136,0.2,1.7541666666666667,9.881,8.89,False
T136,0.3,1.7541666666666667,9.8526,9.02,False
T136,0.4,1.7541666666666667,9.823,9.139999999999999,False
T136,0.5,1.7541666666666667,9.7896,9.379999999999999,False
T136,0.6,1.7541666666666667,9.7496,9.629999999999999,False
T136,0.7,1.7541666666666667,9.7284,9.92,False
T136,0.8,1.7541666666666667,9.7191,10.059999999999999,False
T136,0.9,1.7541666666666667,9.7166,10.09,False
T136,1.0,1.7541666666666667,9.7309,9.93,False
T136,1.1,1.7541666666666667,9.7462,9.700000000000001,False
T136,1.2,1.7541666666666667,9.7542,9.520000000000001,False
T136,1.3,1.7541666666666667,9.7567,9.51,False
T136,1.4,1.7541666666666667,9.7687,9.25,False
T136,1.5,1.7541666666666667,9.7786,8.92,False
T136,-1.5,1.8541666666666667,10.2336,8.64,False
T136,-1.4,1.8541666666666667,10.2292,8.68,False
T136,-1.3,1.8541666666666667,10.2199,8.68,False
T136,-1.2,1.8541666666666667,10.2099,8.559999999999999,False
T136,-1.1,1.8541666666666667,10.1915,8.53,False
T136,-1.0,1.8541666666666667,10.1865,8.4,False
T136,-0.9,1.8541666666666667,10.1845,8.19,False
T136,-0.8,1.8541666666666667,10.1713,7.9399999999999995,False
T136,-0.7,1.8541666666666667,10.1594,7.7700000000000005,False
T136,-0.6,1.8541666666666667,10.1545,7.739999999999999,False
T136,-0.5,1.8541666666666667,10.158,7.76,False
T136,-0.4,1.8541666666666667,10.1613,7.8100000000000005,False
T136,-0.3,1.8541666666666667,10.1589,7.920000000000001,False
T136,-0.2,1.8541666666666667,10.1453,8.07,False
T136,-0.1,1.8541666666666667,10.1309,8.200000000000001,False
T136,0.0,1.8541666666666667,10.1118,8.48,False
T136,0.1,1.8541666666666667,10.0744,8.690000000000001,False
T136,0.2,1.8541666666666667,10.0481,8.75,False
T136,0.3,1.8541666666666667,10.0243,8.81,False
T136,0.4,1.8541666666666667,10.0086,8.92,False
T136,0.5,1.8541666666666667,9.9864,9.16,False
T136,0.6,1.8541666666666667,9.9475,9.5,False
T136,0.7,1.8541666666666667,9.9152,9.78,False
T136,0.8,1.8541666666666667,9.9049,9.86,False
T136,0.9,1.8541666666666667,9.9091,9.700000000000001,False
T136,1.0,1.8541666666666667,9.9184,9.5,False
T136,1.1,1.8541666666666667,9.9368,9.41,False
T136,1.2,1.8541666666666667,9.9412,9.370000000000001,False
T136,1.3,1.8541666666666667,9.933,9.43,False
T136,1.4,1.8541666666666667,9.9414,9.17,False
T136,1.5,1.8541666666666667,9.951,8.86,False
T136,-1.5,1.9541666666666666,10.3672,8.53,False
T136,-1.4,1.9541666666666666,10.3577,8.41,False
T136,-1.3,1.9541666666666666,10.3509,8.43,False
T136,-1.2,1.9541666666666666,10.3422,8.36,False
T136,-1.1,1.9541666666666666,10.3291,8.33,False
T136,-1.0,1.9541666666666666,10.3249,8.19,False
T136,-0.9,1.9541666666666666,10.3204,8.05,False
T136,-0.8,1.9541666666666666,10.3098,7.85,False
T136,-0.7,1.9541666666666666,10.295,7.670000000000001,False
T136,-0.6,1.9541666666666666,10.2966,7.580000000000001,False
T136,-0.5,1.9541666666666666,10.2967,7.62,False
T136,-0.4,1.9541666666666666,10.3024,7.71,False
T136,-0.3,1.9541666666666666,10.3155,7.82,False
T136,-0.2,1.9541666666666666,10.298,7.9,False
T136,-0.1,1.9541666666666666,10.2787,8.04,False
T136,0.0,1.9541666666666666,10.2661,8.23,False
T136,0.1,1.9541666666666666,10.2406,8.309999999999999,False
T136,0.2,1.9541666666666666,10.2223,8.42,False
T136,0.3,1.9541666666666666,10.2041,8.559999999999999,False
T136,0.4,1.9541666666666666,10.1947,8.58,False
T136,0.5,1.9541666666666666,10.1641,8.86,False
T136,0.6,1.9541666666666666,10.1254,9.25,False
T136,0.7,1.9541666666666666,10.0939,9.45,False
T136,0.8,1.9541666666666666,10.081,9.46,False
T136,0.9,1.9541666666666666,10.0766,9.32,False
T136,1.0,1.9541666666666666,10.0745,9.26,False
T136,1.1,1.9541666666666666,10.0873,9.19,False
T136,1.2,1.9541666666666666,10.0904,9.07,False
T136,1.3,1.9541666666666666,10.0876,9.13,False
T136,1.4,1.9541666666666666,10.094,9.04,False
T136,1.5,1.9541666666666666,10.0998,8.75,False
T136,-1.5,2.0541666666666667,10.5234,8.28,False
T136,-1.4,2.0541666666666667,10.5138,8.24,False
T136,-1.3,2.0541666666666667,10.5026,8.260000000000002,False
T136,-1.2,2.0541666666666667,10.4909,8.21,False
T136,-1.1,2.0541666666666667,10.4836,8.02,False
T136,-1.0,2.0541666666666667,10.4777,7.91,False
T136,-0.9,2.0541666666666667,10.4592,7.8100000000000005,False
T136,-0.8,2.0541666666666667,10.4467,7.670000000000001,False
T136,-0.7,2.0541666666666667,10.4414,7.53,False
T136,-0.6,2.0541666666666667,10.4463,7.489999999999999,False
T136,-0.5,2.0541666666666667,10.4476,7.5200000000000005,False
T136,-0.4,2.0541666666666667,10.4508,7.59,False
T136,-0.3,2.0541666666666667,10.4606,7.6899999999999995,False
T136,-0.2,2.0541666666666667,10.442,7.82,False
T136,-0.1,2.0541666666666667,10.4245,8.0,False
T136,0.0,2.0541666666666667,10.415,8.08,False
T136,0.1,2.0541666666666667,10.3928,8.110000000000001,False
T136,0.2,2.0541666666666667,10.3784,8.08,False
T136,0.3,2.0541666666666667,10.3646,8.200000000000001,False
T136,0.4,2.0541666666666667,10.3481,8.33,False
T136,0.5,2.0541666666666667,10.3192,8.58,False
T136,0.6,2.0541666666666667,10.2881,8.84,False
T136,0.7,2.0541666666666667,10.2599,9.030000000000001,False
T136,0.8,2.0541666666666667,10.2566,9.030000000000001,False
T136,0.9,2.0541666666666667,10.2492,8.98,False
T136,1.0,2.0541666666666667,10.2409,8.94,False
T136,1.1,2.0541666666666667,10.2432,8.85,False
T136,1.2,2.0541666666666667,10.2432,8.790000000000001,False
T136,1.3,2.0541666666666667,10.2459,8.81,False
T136,1.4,2.0541666666666667,10.2463,8.75,False
T136,1.5,2.0541666666666667,10.2515,8.51,False
